word,length,arousal,valence,dominance,concreteness,imageability,familiarity,aoa,semsize,gender,polysemy,log_freq,number_of_meanings,avg_variance_between_meanings,PoS,sentiment
dropped,7,3.8,3.486,3.618,4.727,4.485,5.75,2.657,3.515,4.25,0,7.088691134464316,0,0.0,VERB,1.0
drought,7,3.688,2.353,3.242,5.188,5.088,5.219,5.206,5.0,4.697,0,6.578211924503407,0,0.0,NOUN,1.0
drown,5,4.647,1.853,2.735,4.735,4.912,5.177,3.529,4.441,4.324,0,6.062997655109251,0,0.0,VERB,0.0
drug,4,5.886,4.206,5.314,5.6,5.765,6.452,5.088,4.114,4.765,0,7.899954052057961,0,0.0,NOUN,1.0
drugged,7,4.471,2.235,3.088,4.324,4.324,5.0,5.5,4.412,5.091,0,5.569673481169269,0,0.0,VERB,1.0
drum,4,5.419,5.469,6.167,6.655,6.567,5.519,2.563,3.774,5.387,0,7.146608905603683,0,0.0,NOUN,1.0
drummer,7,5.457,5.857,6.029,6.0,6.364,5.647,3.657,4.394,5.571,0,6.433825976654262,0,0.0,NOUN,1.0
drums,5,6.172,6.061,6.367,6.7,6.724,6.174,2.969,4.281,5.172,0,6.932511713050983,0,0.0,NOUN,1.0
drunk,5,5.794,4.8,4.286,4.343,5.857,6.576,5.0,4.657,5.029,0,7.021983496796673,0,0.0,ADJ,1.0
dubious,7,4.167,3.29,3.906,2.161,2.742,3.829,5.844,4.032,4.258,0,6.097790217075542,0,0.0,ADJ,0.0
duck,4,4.4,5.686,5.086,6.571,6.6,5.543,1.8,2.714,3.971,1,6.917987796920747,3,1.5642562222222223,NOUN,1.0
duet,4,4.667,5.735,5.273,4.548,5.125,5.094,4.371,3.485,3.5,0,6.125574946091079,0,0.0,NOUN,1.0
duke,4,3.546,5.588,5.25,5.514,5.343,3.765,4.086,4.588,6.486,0,7.088138605828621,0,0.0,PROPN,1.0
dull,4,2.057,2.694,4.206,3.139,3.971,6.125,3.833,2.943,4.75,0,6.506705762648105,0,0.0,ADJ,0.0
dumb,4,3.546,2.813,3.182,2.969,3.364,5.531,3.061,3.344,4.613,0,6.733194776535865,0,0.0,ADJ,0.0
dummy,5,3.206,3.853,4.606,4.849,5.382,5.031,2.677,2.813,4.212,1,6.509284398618698,3,0.9331584074074075,NOUN,1.0
dump,4,3.618,2.941,4.333,4.412,4.559,5.29,3.765,3.765,4.735,0,6.841500749625546,0,0.0,VERB,0.0
dune,4,4.375,5.097,5.121,5.581,5.355,3.483,4.839,4.3,4.103,0,6.284900870969321,0,0.0,NOUN,1.0
dung,4,2.818,3.469,4.486,6.152,5.706,4.485,3.97,2.765,4.758,0,5.9883506774533775,0,0.0,NOUN,1.0
dungeon,7,5.206,2.441,2.807,6.118,6.118,4.677,3.882,4.471,5.353,0,6.425772332477676,0,0.0,NOUN,1.0
durable,7,4.647,7.0,6.576,3.177,3.571,4.765,5.412,4.943,4.794,0,6.875685041146055,0,0.0,ADJ,2.0
dusk,4,4.471,5.667,4.765,4.324,5.412,5.125,4.114,3.857,3.818,0,6.279279464505745,0,0.0,NOUN,1.0
dust,4,2.714,3.771,4.686,5.677,5.629,6.118,2.914,1.857,3.771,0,7.1758920459232165,0,0.0,NOUN,1.0
dustbin,7,2.094,4.125,5.194,6.727,6.548,5.167,3.182,2.774,4.656,0,5.206199609049046,0,0.0,NOUN,1.0
duster,6,2.719,4.857,5.324,6.424,6.485,5.0,3.657,2.629,3.303,0,5.7158120449008205,0,0.0,NOUN,1.0
dustpan,7,2.281,4.5,4.75,6.294,6.219,5.118,3.941,2.771,3.758,0,4.594845394957041,0,0.0,NOUN,1.0
dusty,5,3.667,3.424,4.438,4.788,5.546,5.484,3.188,2.625,3.767,0,6.369208247910248,0,0.0,ADJ,1.0
duty,4,3.824,5.029,4.485,3.059,3.061,5.375,4.394,4.97,4.471,0,7.50530384059677,0,0.0,NOUN,1.0
duvet,5,5.258,6.516,5.5,6.714,6.5,5.964,3.6,3.867,3.143,0,6.19522915979098,0,0.0,NOUN,1.0
dwarf,5,4.484,4.452,4.452,6.0,5.781,3.926,3.813,2.219,4.567,0,6.4874308245423915,0,0.0,ADJ,1.0
dwell,5,3.484,4.065,4.323,3.0,2.774,3.387,5.258,3.807,3.786,0,6.3041480843018425,0,0.0,VERB,1.0
dye,3,3.594,5.25,5.29,5.677,5.406,5.727,4.485,3.129,3.091,0,6.659359813840292,0,0.0,NOUN,1.0
dying,5,5.853,1.909,2.424,3.212,3.909,5.923,3.382,5.152,4.061,0,6.960164189677137,0,0.0,VERB,0.0
dynamite,8,7.594,3.788,5.125,6.433,6.219,4.452,4.394,5.03,5.194,0,6.3051995548437025,0,0.0,NOUN,1.0
dynasty,7,5.188,4.967,4.667,4.097,3.909,2.849,6.0,5.813,4.742,0,6.531350781269138,0,0.0,NOUN,1.0
eager,5,6.656,6.824,6.647,3.625,3.571,5.697,4.429,4.697,3.531,0,6.620725961378349,0,0.0,ADJ,1.0
eagle,5,5.912,5.971,5.529,6.719,6.839,5.636,2.912,4.781,5.576,0,7.224927348302142,0,0.0,NOUN,1.0
ear,3,3.471,5.353,5.118,6.853,6.853,6.697,1.765,2.059,3.912,0,7.172394197888153,0,0.0,NOUN,1.0
earn,4,5.914,7.177,6.265,4.514,3.6,6.088,4.5,4.758,4.886,0,7.307613388536339,0,0.0,VERB,1.0
earphones,9,3.97,5.765,5.588,6.853,6.794,6.656,4.303,2.265,4.212,0,5.945945948134998,0,0.0,NOUN,1.0
earth,5,4.765,6.229,4.706,6.636,6.667,6.206,2.677,5.939,3.5,0,7.785756124266477,0,0.0,NOUN,1.0
earthquake,10,6.118,2.171,4.029,6.114,6.114,5.147,3.829,6.382,4.667,0,6.8128282265813835,0,0.0,NOUN,1.0
ease,4,4.314,6.914,6.143,2.829,3.529,5.059,4.057,3.882,3.286,0,7.145342555654311,0,0.0,NOUN,1.0
easy,4,4.914,6.8,6.371,3.143,3.257,6.0,2.059,3.559,3.4,0,8.098811621712226,0,0.0,ADJ,1.0
easygoing,9,4.563,7.576,5.667,2.879,3.546,5.781,4.879,3.939,3.818,0,5.25471963425053,0,0.0,ADJ,2.0
eat,3,5.886,6.529,5.667,5.8,5.647,6.706,1.6,3.714,4.0,0,7.465938749412422,0,0.0,VERB,1.0
eatery,6,4.273,5.818,4.968,5.265,4.424,3.606,6.265,4.576,3.912,0,5.6199610521579695,0,0.0,NOUN,1.0
eccentric,9,6.5,6.125,6.516,2.594,3.633,5.032,5.71,5.033,4.419,0,6.1294842946694486,0,0.0,ADJ,1.0
economic,8,3.515,4.581,3.3,2.469,2.303,5.414,5.909,5.281,4.69,0,7.96868980091177,0,0.0,ADJ,1.0
economy,7,4.455,3.939,3.156,3.0,2.121,5.645,5.879,6.156,4.903,0,7.664987450034618,0,0.0,NOUN,1.0
ecstasy,7,6.971,7.152,5.382,4.031,4.353,4.853,6.353,4.735,4.182,0,6.247431164202861,0,0.0,NOUN,1.0
ecstatic,8,7.697,8.412,7.0,2.794,4.857,5.441,5.5,5.765,3.727,0,5.81454856673534,0,0.0,ADJ,1.0
edge,4,5.412,4.914,5.177,5.171,5.265,6.032,3.083,3.943,4.583,0,7.6218969240833685,0,0.0,NOUN,2.0
edifice,7,3.9,4.941,5.056,4.222,4.059,1.938,6.625,4.556,4.125,0,5.54613902626083,0,0.0,NOUN,1.0
edit,4,3.706,4.971,5.941,3.853,3.242,5.967,4.912,2.97,4.152,0,7.973864277435075,0,0.0,NOUN,1.0
edition,7,3.943,5.229,5.226,3.758,3.212,4.625,5.057,3.765,4.0,0,8.041595820343286,0,0.0,NOUN,1.0
editor,6,4.031,5.129,5.849,5.636,4.906,5.161,5.324,3.667,4.485,0,7.819639272456294,0,0.0,NOUN,1.0
educate,7,5.2,7.441,5.912,3.735,3.714,5.971,3.943,5.677,3.515,0,6.673607868232869,0,0.0,VERB,1.0
education,9,5.182,7.353,5.636,4.313,4.765,6.688,3.794,5.471,3.758,0,8.42608500122618,0,0.0,NOUN,1.0
eel,3,3.559,4.765,4.882,6.576,6.364,4.818,3.235,2.735,4.529,0,5.980523304091855,0,0.0,NOUN,1.0
eerie,5,5.559,2.971,3.818,2.813,3.903,4.606,5.265,4.206,4.394,0,5.887889492907653,0,0.0,ADJ,1.0
efficient,9,5.088,7.794,6.882,2.735,3.229,5.419,5.5,4.735,3.677,0,7.361041580884134,0,0.0,ADJ,2.0
effort,6,5.121,5.879,5.353,3.343,3.353,6.167,3.529,4.765,3.636,0,7.609894480918047,0,0.0,NOUN,1.0
egg,3,3.371,5.457,5.441,6.412,6.647,6.303,1.886,2.029,3.559,0,7.106072802082234,0,0.0,NOUN,1.0
ego,3,4.313,3.031,6.516,2.455,3.258,5.065,5.719,5.742,6.0,0,6.565662732025185,0,0.0,NOUN,1.0
elaborate,9,4.788,5.914,6.088,2.469,2.771,5.257,6.2,4.971,3.412,0,6.517897462400105,0,0.0,VERB,1.0
elated,6,6.5,7.938,6.188,3.219,4.3,3.903,6.097,5.156,3.355,0,5.554975878468497,0,0.0,ADJ,2.0
elation,7,6.515,7.939,6.387,2.733,3.936,4.059,6.152,5.097,3.29,0,5.513085693063535,0,0.0,NOUN,1.0
elbow,5,3.677,5.065,5.484,6.75,6.357,6.0,2.276,2.781,4.065,0,6.542118781633459,0,0.0,NOUN,1.0
elder,5,3.724,5.645,5.281,4.387,4.75,4.793,4.344,4.516,4.645,0,6.863291328006549,0,0.0,NOUN,1.0
eldest,6,4.387,6.094,6.355,3.688,3.897,5.069,3.594,4.75,4.633,0,6.027084056456934,0,0.0,ADJ,1.0
electric,8,6.5,6.088,5.647,4.394,4.182,6.125,3.765,4.5,4.719,0,7.686297262182206,0,0.0,ADJ,2.0
electrician,11,3.313,5.0,4.807,6.387,6.091,6.281,4.469,4.194,5.788,0,6.189069009399324,0,0.0,NOUN,1.0
electricity,11,5.849,6.086,5.686,5.353,4.514,6.394,3.657,4.914,4.6,0,7.186887119561544,0,0.0,NOUN,1.0
electronic,10,4.939,6.029,5.971,5.097,4.818,6.129,4.114,4.559,5.182,0,7.884837840062122,0,0.0,ADJ,1.0
elegant,7,6.212,7.788,6.343,2.531,5.094,5.879,4.824,4.516,1.588,0,7.005941063113012,0,0.0,ADJ,2.0
elephant,8,4.864,5.938,5.364,6.891,6.857,5.9,2.224,5.692,4.516,0,6.786537415527193,0,0.0,NOUN,1.0
elevator,8,4.0,5.571,4.406,6.286,6.543,5.5,4.057,4.588,4.371,0,6.619897908831899,0,0.0,NOUN,1.0
elf,3,4.647,6.091,5.061,4.818,6.235,5.063,2.353,2.265,4.182,0,6.604709125989515,0,0.0,NOUN,1.0
elite,5,5.941,6.457,6.6,3.706,3.563,5.094,5.514,4.606,4.242,0,7.102908083035722,0,0.0,ADJ,1.0
elitist,7,5.031,3.588,5.152,3.429,2.943,3.618,6.382,4.824,4.457,0,5.668003643911038,0,0.0,ADJ,1.0
elk,3,3.867,5.333,4.897,6.69,6.138,2.714,4.931,4.464,4.533,0,6.6710458694146295,0,0.0,PROPN,1.0
elm,3,3.882,5.794,5.061,6.0,5.588,3.559,4.941,4.788,3.182,0,6.470932536022301,0,0.0,PROPN,1.0
elude,5,4.323,4.375,5.469,2.452,1.938,3.788,6.0,3.97,3.606,0,5.333439213271459,0,0.0,VERB,1.0
emancipation,12,5.655,5.035,5.483,3.111,2.357,2.629,6.677,5.464,3.667,0,5.95712340411303,0,0.0,NOUN,1.0
embarrass,9,4.559,2.353,2.758,2.706,3.853,5.849,3.771,4.765,3.914,0,5.625090101141956,0,0.0,VERB,1.0
embarrassment,13,4.849,2.258,2.882,3.065,4.094,6.03,4.0,5.514,3.441,0,6.0942663365457515,0,0.0,NOUN,1.0
embezzle,8,4.967,2.548,5.103,2.939,3.031,2.714,6.618,4.645,4.548,0,4.395902739559857,0,0.0,VERB,1.0
embrace,7,6.636,7.943,5.824,4.735,5.4,5.647,5.278,5.177,2.167,0,6.652166825915167,0,0.0,VERB,1.0
emerald,7,5.767,6.273,5.313,5.9,6.161,4.593,4.121,3.031,2.964,0,6.770905227857932,0,0.0,NOUN,1.0
emergency,9,6.576,1.969,3.424,4.061,4.656,6.241,3.03,6.121,4.469,0,7.63114165679193,0,0.0,NOUN,1.0
emotion,7,5.969,6.152,4.813,2.625,3.188,6.321,4.032,5.094,2.625,0,6.675018578378793,0,0.0,NOUN,1.0
emotional,9,6.364,4.788,4.156,2.515,3.563,6.0,4.636,4.839,2.29,0,7.119283147331477,0,0.0,ADJ,1.0
empathy,7,5.382,7.265,6.147,2.303,3.212,5.833,5.677,4.636,2.485,0,6.060979473958411,0,0.0,NOUN,2.0
emphasis,8,5.849,6.177,6.091,2.853,2.941,5.273,5.4,5.394,3.618,0,7.18641649225593,0,0.0,NOUN,1.0
emphasize,9,5.882,6.333,6.219,3.061,2.844,5.75,5.412,5.419,3.688,0,6.532057037878831,0,0.0,VERB,1.0
empire,6,5.943,5.343,5.743,4.588,4.371,4.424,4.857,6.412,5.735,0,7.324517363594836,0,0.0,NOUN,1.0
employ,6,4.485,5.912,4.706,3.794,3.03,5.606,5.576,4.177,4.849,0,6.766143932614934,0,0.0,VERB,1.0
employee,8,3.647,5.971,3.706,5.6,5.571,6.206,5.2,3.486,4.2,0,7.660104530897167,0,0.0,NOUN,1.0
employer,8,3.677,4.677,3.294,6.088,5.088,5.839,5.353,4.794,4.97,0,7.3923630511629925,0,0.0,NOUN,1.0
employment,10,4.853,7.143,4.529,4.457,4.424,5.686,5.324,5.382,4.824,0,7.898204791327916,0,0.0,NOUN,1.0
emporium,8,4.531,5.969,5.576,5.031,4.8,3.177,6.029,4.871,4.03,0,6.259526030003851,0,0.0,NOUN,1.0
empty,5,3.097,2.969,3.438,2.5,3.813,6.269,2.781,3.469,3.964,0,7.418401018414407,0,0.0,ADJ,0.0
enact,5,3.771,5.161,5.686,3.0,2.656,3.971,5.818,3.688,4.333,0,6.101610648320401,0,0.0,VERB,1.0
encore,6,5.719,6.625,6.241,3.719,4.156,4.581,5.424,4.871,4.061,0,6.504100432833817,0,0.0,PROPN,1.0
encyclopedia,12,4.242,6.118,5.121,6.571,6.177,5.4,4.6,5.235,3.857,0,7.405709918916015,0,0.0,NOUN,1.0
end,3,4.438,3.212,4.061,3.029,3.094,6.364,2.171,4.727,4.441,0,8.344023316488833,0,0.0,NOUN,1.0
ending,6,3.647,3.382,4.364,3.618,3.029,5.758,2.824,4.438,3.743,0,7.636594942266051,0,0.0,NOUN,1.0
endless,7,4.063,4.727,3.839,2.656,3.0,5.625,4.094,6.516,4.0,0,6.73176776397798,0,0.0,ADJ,0.0
endure,6,4.059,4.6,4.765,3.206,3.412,4.853,5.486,4.771,3.97,0,6.285888641534441,0,0.0,VERB,1.0
engage,6,5.788,6.314,5.706,3.419,3.091,4.97,4.882,4.343,3.333,0,6.996509570724182,0,0.0,VERB,2.0
engaged,7,5.909,6.588,5.576,3.879,4.914,5.733,4.5,5.0,2.824,0,7.090793763849179,0,0.0,VERB,2.0
engagement,10,6.387,7.094,5.25,4.313,4.063,5.172,4.875,5.094,2.867,0,7.063053435970973,0,0.0,NOUN,1.0
engaging,8,6.412,7.235,6.177,2.324,2.849,5.25,5.485,4.853,3.235,0,6.738558282319219,0,0.0,VERB,2.0
engine,6,4.294,5.882,5.882,6.371,6.2,5.75,3.364,4.588,5.886,0,7.8925290083462984,0,0.0,NOUN,1.0
engineer,8,3.844,6.091,5.677,6.265,6.118,5.941,4.853,4.394,5.727,0,7.354254076326107,0,0.0,NOUN,1.0
enhance,7,5.971,7.0,5.914,3.091,3.281,5.125,5.588,5.212,3.882,0,7.348507746077898,0,0.0,VERB,1.0
enjoy,5,6.219,7.5,6.059,3.265,3.886,6.032,2.829,4.486,3.514,0,7.700196932121258,0,0.0,VERB,2.0
enjoyment,9,7.471,8.177,6.882,2.971,4.394,6.273,3.943,5.5,3.571,0,6.5816545699577444,0,0.0,NOUN,2.0
enquire,7,4.714,5.486,5.429,3.4,3.2,4.839,5.629,4.057,3.8,0,6.42370483629352,0,0.0,VERB,1.0
enquiry,7,3.879,5.25,5.091,3.364,2.875,5.0,5.5,3.323,3.606,0,6.914243961607516,0,0.0,NOUN,1.0
enraged,7,6.686,2.171,5.686,3.143,4.371,4.371,5.514,5.543,5.171,0,5.626053823314184,0,0.0,VERB,1.0
ensure,6,3.765,6.114,6.029,2.457,2.543,5.25,5.677,4.294,3.794,0,7.774572478883463,0,0.0,VERB,1.0
entail,6,4.125,4.906,5.233,2.897,2.29,3.879,6.061,3.971,4.032,0,6.013378700999366,0,0.0,VERB,1.0
enter,5,4.794,5.857,6.364,4.114,4.629,6.0,3.057,3.943,4.118,0,8.076983251723977,0,0.0,VERB,1.0
enterprise,10,4.559,6.083,6.457,4.0,2.944,4.485,5.714,5.588,4.861,0,7.751394469306713,0,0.0,NOUN,1.0
enthral,7,6.63,6.071,5.852,2.63,3.148,3.469,6.333,4.778,3.792,0,4.106190897263415,0,0.0,PROPN,1.0
enthusiasm,10,6.912,8.0,7.094,2.818,4.177,6.323,4.735,5.515,3.182,0,6.642094173324389,0,0.0,NOUN,2.0
enthusiastic,12,7.882,8.314,6.938,3.324,4.636,6.0,4.829,5.441,3.206,0,6.479398504676242,0,0.0,ADJ,2.0
entitle,7,4.364,5.387,6.194,2.909,2.849,5.125,5.273,4.452,4.212,0,5.652037365102881,0,0.0,VERB,1.0
entrepreneur,12,5.53,6.672,6.424,4.576,3.877,4.46,6.121,5.046,5.139,0,6.839018872982306,0,0.0,NOUN,1.0
entry,5,4.594,6.212,5.697,4.324,4.188,5.882,3.853,3.853,3.882,0,7.906969305737609,0,0.0,NOUN,1.0
envelope,8,2.941,5.152,4.886,6.429,6.486,5.879,3.382,2.382,3.771,0,6.850172172899998,0,0.0,NOUN,1.0
epidemic,8,6.294,1.853,2.765,3.375,3.636,4.742,5.939,6.788,4.71,0,6.495777933468937,0,0.0,NOUN,1.0
episode,7,4.515,5.294,4.788,4.265,3.824,6.121,4.206,3.546,4.121,0,7.337918252626204,0,0.0,NOUN,1.0
episodic,8,4.552,4.484,4.724,2.567,3.035,3.0,6.438,4.032,4.0,0,5.669531649777077,0,0.0,ADJ,1.0
equal,5,4.364,6.219,5.743,2.771,3.471,6.063,3.286,4.206,3.97,0,7.541982825439135,0,0.0,ADJ,1.0
equality,8,6.406,8.242,5.844,2.233,2.909,5.933,5.182,5.781,3.516,0,6.943312746901608,0,0.0,NOUN,1.0
equipment,9,3.853,5.314,5.714,5.412,5.441,6.0,4.286,4.559,5.114,0,8.159261028033555,0,0.0,NOUN,1.0
erase,5,3.469,4.065,4.968,3.546,4.097,5.31,3.788,3.323,4.094,0,6.489486261344553,0,0.0,VERB,1.0
erode,5,3.6,3.371,4.265,4.152,4.382,4.118,5.771,4.343,4.514,0,5.888971513212233,0,0.0,VERB,1.0
eroded,6,4.125,2.971,3.625,4.636,4.656,4.375,5.914,3.875,4.788,0,5.8855647478717925,0,0.0,VERB,1.0
erotic,6,7.879,7.182,6.273,3.029,4.794,5.324,6.265,5.065,3.156,0,7.241119571531752,0,0.0,ADJ,2.0
errand,6,3.29,5.097,5.194,4.438,3.938,5.406,4.807,3.29,3.546,0,5.540022732057518,0,0.0,NOUN,1.0
error,5,4.5,2.71,3.548,3.313,3.0,5.821,4.5,4.063,4.345,0,7.9513203944309225,0,0.0,NOUN,0.0
eruption,8,7.2,3.257,4.265,5.571,5.829,4.824,4.743,6.147,5.529,0,6.04181729648446,0,0.0,NOUN,1.0
escape,6,5.844,5.677,5.735,3.258,4.647,5.333,3.229,5.364,3.727,0,7.194001516233475,0,0.0,VERB,2.0
escaped,7,5.813,5.576,5.606,3.939,4.906,5.742,3.647,4.939,4.382,0,6.4592255237272935,0,0.0,VERB,1.0
escapee,7,6.177,3.824,5.212,5.424,4.794,3.941,5.273,4.625,4.677,0,4.942489232814704,0,0.0,NOUN,1.0
escort,6,4.543,5.059,4.265,4.314,4.143,3.939,5.971,4.375,3.629,0,6.965043011041017,0,0.0,NOUN,1.0
essence,7,5.667,6.091,5.758,2.471,2.471,4.469,5.441,4.029,2.853,0,6.861857711444859,0,0.0,NOUN,1.0
estate,6,4.029,5.147,5.086,5.727,5.727,4.903,5.147,5.0,4.647,0,8.228544709391683,0,0.0,NOUN,1.0
estimate,8,2.97,4.941,5.063,3.2,2.686,5.441,4.771,3.765,4.429,0,7.343084987892177,0,0.0,VERB,1.0
ethnic,6,4.807,5.031,4.781,3.152,3.781,4.903,5.938,4.594,3.967,0,7.212072541090736,0,0.0,ADJ,1.0
euphoria,8,7.818,8.313,6.636,1.97,3.788,4.088,6.324,6.265,3.029,0,5.863016961505564,0,0.0,NOUN,1.0
evaluate,8,4.429,5.2,5.857,3.2,2.882,5.314,5.429,4.618,4.029,0,7.202960906807876,0,0.0,VERB,1.0
evangelist,10,4.25,4.138,4.367,3.645,3.333,2.849,6.548,4.067,4.067,0,5.943562770950553,0,0.0,NOUN,1.0
even,4,3.429,5.853,5.171,3.235,2.914,6.382,2.686,3.286,3.514,1,8.390401092793939,2,0.1627397222222221,ADV,1.0
evening,7,4.914,6.029,5.486,5.0,5.486,6.515,2.914,4.177,4.0,0,7.527698248547265,0,0.0,NOUN,1.0
event,5,5.5,6.279,5.382,4.123,4.209,6.117,4.062,5.303,3.815,0,8.098696530047382,0,0.0,NOUN,1.0
ever,4,4.546,5.25,4.727,2.273,1.875,6.219,2.242,5.688,3.455,0,8.001147772829611,0,0.0,ADV,1.0
every,5,4.182,5.971,5.364,3.242,2.688,6.656,2.242,5.242,3.939,0,8.277210007071616,0,0.0,DET,1.0
everything,10,5.735,6.714,5.813,2.943,3.0,6.133,2.657,6.455,3.647,0,7.960889567454096,0,0.0,PRON,1.0
evidence,8,4.515,6.061,5.188,4.909,3.968,5.667,4.765,4.273,4.265,0,7.792477678297117,0,0.0,NOUN,1.0
evil,4,5.559,1.514,3.8,2.294,4.118,5.469,3.057,5.853,5.029,0,7.410012015812504,0,0.0,NOUN,0.0
evoke,5,5.548,5.774,5.484,2.375,2.281,4.294,6.25,4.546,3.936,0,5.905481240104936,0,0.0,VERB,1.0
exact,5,3.882,5.971,5.824,3.6,3.286,5.938,3.824,3.441,4.086,0,7.348401000920339,0,0.0,ADJ,1.0
exam,4,4.853,3.206,4.212,6.059,6.206,6.594,4.636,5.529,4.303,0,7.264058016715557,0,0.0,NOUN,1.0
examination,11,5.618,3.471,4.091,5.457,5.559,5.939,5.059,5.257,4.333,0,7.3378865964238456,0,0.0,NOUN,1.0
excel,5,5.909,6.909,6.382,3.4,3.559,5.303,5.457,4.515,4.031,0,7.150248739942287,0,0.0,VERB,1.0
excellence,10,6.657,8.457,6.6,2.824,3.441,5.853,4.147,5.371,3.743,0,7.156328707601155,0,0.0,NOUN,1.0
excellent,9,6.625,8.563,6.781,2.333,2.719,6.387,3.188,5.438,3.667,0,7.780434887036116,0,0.0,ADJ,2.0
excited,7,7.882,8.143,6.886,2.618,4.543,6.484,2.6,5.177,3.324,0,6.982775355282843,0,0.0,ADJ,2.0
excitement,10,7.697,8.294,6.294,3.029,4.939,6.469,3.029,5.909,3.424,0,6.7212313070517,0,0.0,NOUN,2.0
exciting,8,7.606,8.0,6.441,3.091,4.121,6.438,2.853,5.281,3.286,0,7.2278904307929475,0,0.0,ADJ,2.0
exclaim,7,6.774,6.0,6.379,2.9,3.063,4.655,5.063,4.667,3.857,0,5.309504544482331,0,0.0,VERB,1.0
exclude,7,3.688,2.576,4.161,3.188,3.97,5.839,4.719,4.161,4.484,0,6.980321222468178,0,0.0,VERB,1.0
exclusion,9,4.029,2.571,3.6,3.618,4.057,4.794,5.314,4.455,4.059,0,6.757542540501804,0,0.0,NOUN,1.0
excrement,9,4.061,2.667,4.333,6.406,5.765,4.0,5.686,3.594,4.818,0,5.324424452551783,0,0.0,NOUN,1.0
excuse,6,4.25,3.636,5.25,2.727,2.794,6.103,3.571,3.849,4.706,0,6.805519344165442,0,0.0,NOUN,1.0
execute,7,5.455,2.088,4.912,4.265,4.177,4.606,5.0,4.971,5.588,1,6.939445715844687,2,2.6350171666666666,VERB,1.0
execution,9,5.514,2.057,3.177,4.97,5.818,4.394,5.324,5.667,5.059,0,7.338648815579618,0,0.0,NOUN,1.0
executioner,11,6.091,1.943,4.514,5.686,5.543,3.529,5.314,5.324,5.943,0,5.5105383080795605,0,0.0,NOUN,1.0
exercise,8,6.265,6.706,6.824,4.971,6.171,6.206,3.514,4.853,4.618,0,7.598783505485814,0,0.0,VERB,1.0
exert,5,5.618,4.771,6.457,3.6,3.257,4.514,5.514,4.829,4.788,0,6.045175058721217,0,0.0,VERB,1.0
exertion,8,6.0,4.625,5.484,3.313,3.719,4.633,5.813,4.767,4.968,0,5.728017581052841,0,0.0,NOUN,0.0
exhaust,7,4.125,3.697,4.455,4.273,4.879,5.636,4.333,4.375,4.909,0,6.895039800460206,0,0.0,NOUN,1.0
exhausted,9,3.4,2.714,3.543,3.314,4.286,5.879,4.412,4.543,3.735,0,6.426461322760955,0,0.0,VERB,0.0
exhaustion,10,3.647,2.441,3.091,3.235,4.114,5.531,5.371,5.343,4.286,0,6.045769954633447,0,0.0,NOUN,0.0
exhibit,7,4.706,5.879,4.844,4.2,4.129,4.906,5.677,4.576,3.971,0,7.19746071849425,0,0.0,NOUN,1.0
exist,5,5.063,6.314,5.794,2.563,3.143,5.758,4.029,5.909,4.088,0,7.403963024367509,0,0.0,VERB,1.0
existence,9,5.912,7.057,5.758,3.028,2.657,5.813,4.944,5.886,3.944,0,7.201496809411056,0,0.0,NOUN,1.0
expand,6,4.906,6.125,5.97,3.576,4.063,5.667,4.576,5.636,4.563,0,7.388869280067545,0,0.0,VERB,1.0
expanse,7,4.455,6.065,5.452,3.844,4.25,4.875,5.788,5.938,4.313,0,5.6952049007008805,0,0.0,NOUN,1.0
expedition,10,6.571,6.571,6.781,4.441,5.129,4.606,5.114,5.875,5.242,0,6.683482375892418,0,0.0,NOUN,1.0
expel,5,4.647,3.485,4.5,4.0,3.333,4.727,4.969,4.188,4.235,0,5.670014724646697,0,0.0,VERB,1.0
expensive,9,6.059,3.457,4.706,3.647,4.086,6.324,4.171,5.257,2.971,0,7.2513954099485485,0,0.0,ADJ,0.0
experiment,10,5.625,5.647,5.0,4.618,5.029,6.125,4.941,4.882,4.5,0,7.169716715475483,0,0.0,NOUN,1.0
expert,6,6.226,7.531,7.032,3.688,3.548,5.724,4.452,5.226,4.464,0,7.574461920587031,0,0.0,NOUN,1.0
explain,7,4.294,6.171,6.257,3.229,3.171,6.182,3.029,4.171,3.543,0,7.397660493672761,0,0.0,VERB,1.0
exploration,11,7.0,6.941,6.788,3.441,4.029,5.5,4.559,5.882,4.818,0,7.033271564905383,0,0.0,NOUN,1.0
explore,7,7.424,7.286,7.375,3.429,4.727,5.849,3.353,5.914,4.677,0,7.501609658985393,0,0.0,VERB,1.0
explorer,8,6.212,6.606,6.457,5.743,5.412,5.182,3.514,4.824,5.212,0,7.363519903462058,0,0.0,NOUN,1.0
export,6,4.0,5.242,5.235,3.375,3.353,4.517,5.706,4.807,4.844,0,7.393790279311641,0,0.0,VERB,1.0
express,7,5.457,6.171,6.647,2.618,2.914,5.788,4.286,4.727,3.471,0,7.776684298465,0,0.0,VERB,1.0
expression,10,5.406,6.313,6.161,2.75,3.774,6.031,4.781,4.903,2.813,0,7.493872029746951,0,0.0,NOUN,1.0
exquisite,9,5.971,7.941,6.0,2.471,2.909,4.441,6.371,4.257,2.8,0,6.515079073024258,0,0.0,ADJ,2.0
exterminate,11,5.774,2.382,5.5,3.849,4.03,4.229,4.971,5.152,5.75,0,5.286768492756197,0,0.0,VERB,1.0
